notice_date,effective_date,received_date,company,city,county,employees_type,col7,source_file,address,notice_date_dt,employees,layoff_closure_type,layoff_closure_type_raw,event_text_raw,month
03/06/2025,05/06/2025,03/07/2025,"Centerra, a subsidiary of Constellis, LLC",,San Diego County,55 Layoff Permanent,,warn7-1-24to6-30-25_table35.csv,warn7-1-24to6-30-25_table35.csv,2025-03-06,55,Layoff Permanent,7684 Pogo Row  San Diego CA 92154,55 Layoff Permanent,2025-03-01
03/07/2025,05/09/2025,03/07/2025,"Bell-Carter Foods, LLC",,Tehama County,63 Layoff Permanent,,warn7-1-24to6-30-25_table35.csv,warn7-1-24to6-30-25_table35.csv,2025-03-07,63,Layoff Permanent,1012 Second Street  Corning CA 96021,63 Layoff Permanent,2025-03-01
03/07/2025,05/09/2025,03/07/2025.1,"Bell-Carter Foods, LLC",,Tehama County,5 Layoff Permanent,,warn7-1-24to6-30-25_table36.csv,warn7-1-24to6-30-25_table36.csv,2025-03-07,5,Layoff Permanent,711 Fig Lane  Corning CA 96021,5 Layoff Permanent,2025-03-01
03/07/2025,05/09/2025,03/07/2025,"Bell-Carter Foods, LLC",,Tehama County,11 Layoff Permanent,,warn7-1-24to6-30-25_table36.csv,warn7-1-24to6-30-25_table36.csv,2025-03-07,11,Layoff Permanent,981 Fig Lane  Corning CA 96021,11 Layoff Permanent,2025-03-01
03/07/2025,05/09/2025,03/07/2025,"Bell-Carter Foods, LLC",,Tehama County,5 Layoff Permanent,,warn7-1-24to6-30-25_table36.csv,warn7-1-24to6-30-25_table36.csv,2025-03-07,5,Layoff Permanent,910 Second Street  Corning CA 96021,5 Layoff Permanent,2025-03-01
02/26/2025,04/27/2025,03/11/2025,Hearthside Food Solutions,,Orange County,175 Closure Permanent,,warn7-1-24to6-30-25_table36.csv,warn7-1-24to6-30-25_table36.csv,2025-02-26,175,Closure Permanent,1153 Ocean Circle  Anaheim CA 92806,175 Closure Permanent,2025-02-01
02/28/2025,04/29/2025,03/11/2025,"Robert Kaufman Co., Inc.",,Los Angeles County,13 Closure Permanent,,warn7-1-24to6-30-25_table36.csv,warn7-1-24to6-30-25_table36.csv,2025-02-28,13,Closure Permanent,109 West 134th Street  Los Angeles CA 90061,13 Closure Permanent,2025-02-01
03/12/2025,05/13/2025,03/12/2025,"Gate Gourmet, Inc.",,San Francisco County,835 Layoff Permanent,,warn7-1-24to6-30-25_table36.csv,warn7-1-24to6-30-25_table36.csv,2025-03-12,835,Layoff Permanent,645 West Field Road  San Francisco CA 94128,835 Layoff Permanent,2025-03-01
03/12/2025,05/17/2025,03/12/2025,Penney OpCo LLC dba JCPenney,,San Mateo County,82 Closure Permanent,,warn7-1-24to6-30-25_table36.csv,warn7-1-24to6-30-25_table36.csv,2025-03-12,82,Closure Permanent,1122 El Camino Real  San Bruno CA 94066,82 Closure Permanent,2025-03-01
03/11/2025,05/10/2025,03/12/2025,"F&E Aircraft Maintenance dba FEAM Aero, LLC",,Riverside County,6 Layoff Permanent,,warn7-1-24to6-30-25_table36.csv,warn7-1-24to6-30-25_table36.csv,2025-03-11,6,Layoff Permanent,17405 Heacock Street  Moreno Valley CA 92551,6 Layoff Permanent,2025-03-01
03/12/2025,05/11/2025,03/12/2025,onsemi,,Santa Clara County,51 Layoff Permanent,,warn7-1-24to6-30-25_table36.csv,warn7-1-24to6-30-25_table36.csv,2025-03-12,51,Layoff Permanent,150 Rose Orchard Way  San Jose CA 95134,51 Layoff Permanent,2025-03-01
03/12/2025,05/24/2025,03/13/2025,"Robert Kaufman Co., Inc.",,Los Angeles County,9 Closure Permanent,,warn7-1-24to6-30-25_table36.csv,warn7-1-24to6-30-25_table36.csv,2025-03-12,9,Closure Permanent,129 West 132nd Street  Los Angeles CA 90061,9 Closure Permanent,2025-03-01
03/12/2025,05/24/2025,03/13/2025,"Robert Kaufman Co., Inc.",,Los Angeles County,2 Closure Permanent,,warn7-1-24to6-30-25_table36.csv,warn7-1-24to6-30-25_table36.csv,2025-03-12,2,Closure Permanent,135 West 132nd Street  Los Angeles CA 90061,2 Closure Permanent,2025-03-01
03/12/2025,05/24/2025,03/13/2025,"Robert Kaufman Co., Inc.",,Los Angeles County,13 Closure Permanent,,warn7-1-24to6-30-25_table36.csv,warn7-1-24to6-30-25_table36.csv,2025-03-12,13,Closure Permanent,109 West 134th Street  Los Angeles CA 90061,13 Closure Permanent,2025-03-01
03/12/2025,05/12/2025,03/13/2025,Cepheid,,Alameda County,3 Layoff Permanent,,warn7-1-24to6-30-25_table36.csv,warn7-1-24to6-30-25_table36.csv,2025-03-12,3,Layoff Permanent,44509 Pacific Commons Blvd  Fremont CA 94538,3 Layoff Permanent,2025-03-01
03/12/2025,05/12/2025,03/13/2025,Cepheid,,Alameda County,6 Layoff Permanent,,warn7-1-24to6-30-25_table36.csv,warn7-1-24to6-30-25_table36.csv,2025-03-12,6,Layoff Permanent,6601 Overlake Place  Newark CA 94560,6 Layoff Permanent,2025-03-01
03/12/2025,05/12/2025,03/13/2025,Cepheid,,San Joaquin County,7 Layoff Permanent,,warn7-1-24to6-30-25_table36.csv,warn7-1-24to6-30-25_table36.csv,2025-03-12,7,Layoff Permanent,225 North Guild Street  Lodi CA 95240,7 Layoff Permanent,2025-03-01
03/12/2025,05/12/2025,03/13/2025,Cepheid,,San Joaquin County,33 Layoff Permanent,,warn7-1-24to6-30-25_table36.csv,warn7-1-24to6-30-25_table36.csv,2025-03-12,33,Layoff Permanent,121 North Guild Avenue  Lodi CA 95240,33 Layoff Permanent,2025-03-01
03/12/2025,05/12/2025,03/13/2025,Cepheid,,San Joaquin County,8 Layoff Permanent,,warn7-1-24to6-30-25_table36.csv,warn7-1-24to6-30-25_table36.csv,2025-03-12,8,Layoff Permanent,850 Thurman Street  Lodi CA 95240,8 Layoff Permanent,2025-03-01
03/12/2025,05/12/2025,03/13/2025,Cepheid,,San Joaquin County,5 Layoff Permanent,,warn7-1-24to6-30-25_table36.csv,warn7-1-24to6-30-25_table36.csv,2025-03-12,5,Layoff Permanent,1330 Thurman Street  Lodi CA 95240,5 Layoff Permanent,2025-03-01
03/13/2025,08/01/2025,03/13/2025,"Sutro Biopharma, Inc.",,San Mateo County,3 Layoff Permanent,,warn7-1-24to6-30-25_table36.csv,warn7-1-24to6-30-25_table36.csv,2025-03-13,3,Layoff Permanent,111 Oyster Point Blvd  South San Francisco CA 94080,3 Layoff Permanent,2025-03-01
03/13/2025,08/01/2025,03/13/2025,"Sutro Biopharma, Inc.",,San Mateo County,62 Layoff Permanent,,warn7-1-24to6-30-25_table36.csv,warn7-1-24to6-30-25_table36.csv,2025-03-13,62,Layoff Permanent,870 Industrial Road  San Carlos CA 94070,62 Layoff Permanent,2025-03-01
03/12/2025,05/12/2025,03/13/2025,Cepheid,,Santa Clara County,61 Layoff Permanent,,warn7-1-24to6-30-25_table36.csv,warn7-1-24to6-30-25_table36.csv,2025-03-12,61,Layoff Permanent,904 Caribbean Drive  Sunnyvale CA 94089,61 Layoff Permanent,2025-03-01
03/12/2025,05/12/2025,03/13/2025,Cepheid,,Santa Clara County,3 Layoff Permanent,,warn7-1-24to6-30-25_table36.csv,warn7-1-24to6-30-25_table36.csv,2025-03-12,3,Layoff Permanent,1339 Moffet Park Drive  Sunnyvale CA 94089,3 Layoff Permanent,2025-03-01
03/12/2025,05/12/2025,03/13/2025,Cepheid,,Santa Clara County,2 Layoff Permanent,,warn7-1-24to6-30-25_table36.csv,warn7-1-24to6-30-25_table36.csv,2025-03-12,2,Layoff Permanent,1315 Chesapeake Terrace  Sunnyvale CA 94089,2 Layoff Permanent,2025-03-01
03/12/2025,05/12/2025,03/13/2025,Cepheid,,Santa Clara County,4 Layoff Permanent,,warn7-1-24to6-30-25_table36.csv,warn7-1-24to6-30-25_table36.csv,2025-03-12,4,Layoff Permanent,914-918 Caribbean Drive  Sunnyvale CA 94089,4 Layoff Permanent,2025-03-01
03/12/2025,05/12/2025,03/13/2025,Cepheid,,Santa Clara County,24 Layoff Permanent,,warn7-1-24to6-30-25_table36.csv,warn7-1-24to6-30-25_table36.csv,2025-03-12,24,Layoff Permanent,1324 Chesapeake Terrace  Sunnyvale CA 94089,24 Layoff Permanent,2025-03-01
03/12/2025,05/12/2025,03/13/2025,Cepheid,,Santa Clara County,1 Layoff Permanent,,warn7-1-24to6-30-25_table36.csv,warn7-1-24to6-30-25_table36.csv,2025-03-12,1,Layoff Permanent,1320 Chesapeake Terrace  Sunnyvale CA 94089,1 Layoff Permanent,2025-03-01
03/12/2025,05/12/2025,03/13/2025,Cepheid,,Santa Clara County,7 Layoff Permanent,,warn7-1-24to6-30-25_table36.csv,warn7-1-24to6-30-25_table36.csv,2025-03-12,7,Layoff Permanent,2550 Great America Way  Santa Clara CA 95054,7 Layoff Permanent,2025-03-01
03/12/2025,06/27/2025,03/13/2025,Novartis Pharmaceuticals Corporation,,San Diego County,34 Closure Permanent,,warn7-1-24to6-30-25_table37.csv,warn7-1-24to6-30-25_table37.csv,2025-03-12,34,Closure Permanent,10210 Campus Point Dr. #350  San Diego CA 92121,34 Closure Permanent,2025-03-01
03/14/2025,07/04/2025,03/14/2025,Corteva Agriscience LLC,,Contra Costa County,1 Layoff Permanent,,warn7-1-24to6-30-25_table37.csv,warn7-1-24to6-30-25_table37.csv,2025-03-14,1,Layoff Permanent,901 Loveridge Road  Pittsburg CA 94565,1 Layoff Permanent,2025-03-01
03/14/2025,05/13/2025,03/14/2025,AT&T,,Los Angeles County,47 Layoff Permanent,,warn7-1-24to6-30-25_table37.csv,warn7-1-24to6-30-25_table37.csv,2025-03-14,47,Layoff Permanent,4480 Kester Avenue  Sherman Oaks CA 91403,47 Layoff Permanent,2025-03-01
03/12/2025,05/13/2025,03/14/2025,Amazon,,Ventura County,76 Closure Permanent,,warn7-1-24to6-30-25_table37.csv,warn7-1-24to6-30-25_table37.csv,2025-03-12,76,Closure Permanent,140 Promenade Way  Thousand Oaks CA 91362,76 Closure Permanent,2025-03-01
03/17/2025,05/20/2025,03/17/2025,Southern California Edison Company,,Los Angeles County,79 Layoff Permanent,,warn7-1-24to6-30-25_table37.csv,warn7-1-24to6-30-25_table37.csv,2025-03-17,79,Layoff Permanent,1 Innovation Way  Pomona CA 91768,79 Layoff Permanent,2025-03-01
03/17/2025,05/19/2025,03/17/2025,"Mattel, Inc.",,Los Angeles County,120 Layoff Permanent,,warn7-1-24to6-30-25_table37.csv,warn7-1-24to6-30-25_table37.csv,2025-03-17,120,Layoff Permanent,333 Continental Blvd  El Segundo CA 90245,120 Layoff Permanent,2025-03-01
03/18/2025,05/02/2025,03/18/2025,Atara Biotherapeutics,,Ventura County,31 Layoff Permanent,,warn7-1-24to6-30-25_table37.csv,warn7-1-24to6-30-25_table37.csv,2025-03-18,31,Layoff Permanent,1280 Rancho Conejo Blvd.  Newbury Park CA 91320,31 Layoff Permanent,2025-03-01
03/10/2025,04/23/2025,03/19/2025,CVS,,Los Angeles County,4 Closure Permanent,,warn7-1-24to6-30-25_table37.csv,warn7-1-24to6-30-25_table37.csv,2025-03-10,4,Closure Permanent,6201 Sepulveda Blvd  Van Nuys CA 91411,4 Closure Permanent,2025-03-01
03/19/2025,05/18/2025,03/19/2025,Cruise LLC,,San Francisco County,13 Layoff Permanent,,warn7-1-24to6-30-25_table37.csv,warn7-1-24to6-30-25_table37.csv,2025-03-19,13,Layoff Permanent,1201 Bryant Street  San Francisco CA 94103,13 Layoff Permanent,2025-03-01
03/18/2025,05/19/2025,03/19/2025,"CARGO Therapeutics, Inc.",,San Mateo County,84 Closure Permanent,,warn7-1-24to6-30-25_table37.csv,warn7-1-24to6-30-25_table37.csv,2025-03-18,84,Closure Permanent,835 Industrial Rd #400  San Carlos CA 94070,84 Closure Permanent,2025-03-01
03/19/2025,05/18/2025,03/19/2025,Cruise LLC,,Santa Clara County,2 Layoff Permanent,,warn7-1-24to6-30-25_table37.csv,warn7-1-24to6-30-25_table37.csv,2025-03-19,2,Layoff Permanent,840 W California Avenue  Sunnyvale CA 94086,2 Layoff Permanent,2025-03-01
03/14/2025,05/12/2025,03/19/2025,Collins Aerospace,,Los Angeles County,8 Layoff Permanent,,warn7-1-24to6-30-25_table37.csv,warn7-1-24to6-30-25_table37.csv,2025-03-14,8,Layoff Permanent,2202 E El Segundo Blvd  El Segundo CA 90245,8 Layoff Permanent,2025-03-01
03/14/2025,05/12/2025,03/19/2025,Collins Aerospace,,San Diego County,119 Layoff Permanent,,warn7-1-24to6-30-25_table37.csv,warn7-1-24to6-30-25_table37.csv,2025-03-14,119,Layoff Permanent,850 Lagoon Dr  Chula Vista CA 91910,119 Layoff Permanent,2025-03-01
03/20/2025,05/31/2025,03/20/2025,Southeast Service Corporation dba SSC Services for,,Contra Costa County,13 Layoff Permanent,,warn7-1-24to6-30-25_table37.csv,warn7-1-24to6-30-25_table37.csv,2025-03-20,13,Layoff Permanent,2100 Mount Diablo Scenic Blvd  Danville CA 94506,13 Layoff Permanent,2025-03-01
03/19/2025,05/30/2025,03/20/2025,"Rem Optical Company, Inc., dba De Rigo Rem",,Los Angeles County,15 Closure Permanent,,warn7-1-24to6-30-25_table37.csv,warn7-1-24to6-30-25_table37.csv,2025-03-19,15,Closure Permanent,10941 La Tuna Canyon Road  Sun Valley CA 91352,15 Closure Permanent,2025-03-01
03/20/2025,05/19/2025,03/20/2025,"Robert Kaufman Co., Inc.",,Los Angeles County,13 Closure Permanent,,warn7-1-24to6-30-25_table37.csv,warn7-1-24to6-30-25_table37.csv,2025-03-20,13,Closure Permanent,129 West 132nd Street  Los Angeles CA 90061,13 Closure Permanent,2025-03-01
03/20/2025,05/19/2025,03/20/2025,"Robert Kaufman Co., Inc.",,Los Angeles County,44 Closure Permanent,,warn7-1-24to6-30-25_table37.csv,warn7-1-24to6-30-25_table37.csv,2025-03-20,44,Closure Permanent,135 West 132nd Street  Los Angeles CA 90061,44 Closure Permanent,2025-03-01
03/20/2025,05/19/2025,03/20/2025,"Robert Kaufman Co., Inc.",,Los Angeles County,2 Closure Permanent,,warn7-1-24to6-30-25_table37.csv,warn7-1-24to6-30-25_table37.csv,2025-03-20,2,Closure Permanent,109 West 134th Street  Los Angeles CA 90061,2 Closure Permanent,2025-03-01
03/20/2025,05/20/2025,03/20/2025,"Niantic, Inc.",,San Francisco County,68 Layoff Permanent,,warn7-1-24to6-30-25_table37.csv,warn7-1-24to6-30-25_table37.csv,2025-03-20,68,Layoff Permanent,"1 Ferry Building, #200  San Francisco CA 94111",68 Layoff Permanent,2025-03-01
03/20/2025,03/28/2025,03/21/2025,"Duke's Malibu, LLC",,Los Angeles County,126 Closure Permanent,,warn7-1-24to6-30-25_table37.csv,warn7-1-24to6-30-25_table37.csv,2025-03-20,126,Closure Permanent,21150 Pacific Coast Highway  Malibu CA 90265,126 Closure Permanent,2025-03-01
03/21/2025,03/21/2025,03/21/2025,AppLovin Corporation,,Santa Clara County,97 Layoff Permanent,,warn7-1-24to6-30-25_table37.csv,warn7-1-24to6-30-25_table37.csv,2025-03-21,97,Layoff Permanent,1100 Page Mill Road  Palo Alto CA 94304,97 Layoff Permanent,2025-03-01
03/24/2025,05/23/2025,03/25/2025,"Key Energy Services, LLC",,Kern County,14 Layoff Permanent,,warn7-1-24to6-30-25_table37.csv,warn7-1-24to6-30-25_table37.csv,2025-03-24,14,Layoff Permanent,330 Industrial Way  Taft CA 93268,14 Layoff Permanent,2025-03-01
01/17/2025,03/18/2025,03/25/2025,Hyatt Corporation dba Waterfront Hotel,,Alameda County,57 Layoff Permanent,,warn7-1-24to6-30-25_table37.csv,warn7-1-24to6-30-25_table37.csv,2025-01-17,57,Layoff Permanent,10 Washington Street  Oakland CA 94607,57 Layoff Permanent,2025-01-01
03/24/2025,04/30/2025,03/25/2025,San Jose Distribution Services Inc,,Santa Clara County,17 Closure Permanent,,warn7-1-24to6-30-25_table37.csv,warn7-1-24to6-30-25_table37.csv,2025-03-24,17,Closure Permanent,2055 S 7th St Suite A  San Jose CA 95112,17 Closure Permanent,2025-03-01
03/04/2025,05/04/2025,03/25/2025,Sodexo,,Solano County,50 Layoff Permanent,,warn7-1-24to6-30-25_table37.csv,warn7-1-24to6-30-25_table37.csv,2025-03-04,50,Layoff Permanent,200 Maritime Academy Drive  Vallejo CA 94590,50 Layoff Permanent,2025-03-01
03/25/2025,05/30/2025,03/26/2025,American Academy of Dramatic Arts,,Los Angeles County,49 Closure Permanent,,warn7-1-24to6-30-25_table37.csv,warn7-1-24to6-30-25_table37.csv,2025-03-25,49,Closure Permanent,1336 North La Brea Ave.  Los Angeles CA 90028,49 Closure Permanent,2025-03-01
03/26/2025,07/01/2025,03/26/2025,"Primo Brands, Inc.",,Los Angeles County,1 Layoff Permanent,,warn7-1-24to6-30-25_table37.csv,warn7-1-24to6-30-25_table37.csv,2025-03-26,1,Layoff Permanent,4550 York Blvd Bldg. C  Los Angeles CA 90041,1 Layoff Permanent,2025-03-01
03/26/2025,07/01/2025,03/26/2025,"Primo Brands, Inc.",,Orange County,1 Layoff Permanent,,warn7-1-24to6-30-25_table37.csv,warn7-1-24to6-30-25_table37.csv,2025-03-26,1,Layoff Permanent,1522 North Newhope Street  Santa Ana CA 92703,1 Layoff Permanent,2025-03-01
03/25/2025,06/11/2025,03/26/2025,First Student,,Riverside County,109 Closure Permanent,,warn7-1-24to6-30-25_table38.csv,warn7-1-24to6-30-25_table38.csv,2025-03-25,109,Closure Permanent,5006 Calle Raphael  Palm Springs CA 92264,109 Closure Permanent,2025-03-01
03/26/2025,07/01/2025,03/26/2025,"Primo Brands, Inc.",,Riverside County,2 Layoff Permanent,,warn7-1-24to6-30-25_table38.csv,warn7-1-24to6-30-25_table38.csv,2025-03-26,2,Layoff Permanent,1363 Citrus Avenue  Riverside CA 92507,2 Layoff Permanent,2025-03-01
03/24/2025,05/19/2025,03/26/2025,SK hynix America Inc. (SKHYA),,Sacramento County,58 Layoff Permanent,,warn7-1-24to6-30-25_table38.csv,warn7-1-24to6-30-25_table38.csv,2025-03-24,58,Layoff Permanent,10951 White Rock Road  Rancho Cordova CA 95670,58 Layoff Permanent,2025-03-01
03/24/2025,05/19/2025,03/26/2025,SK hynix America Inc. (SKHYA),,Santa Clara County,33 Layoff Permanent,,warn7-1-24to6-30-25_table38.csv,warn7-1-24to6-30-25_table38.csv,2025-03-24,33,Layoff Permanent,3101 N First Street  San Jose CA 95134,33 Layoff Permanent,2025-03-01
03/25/2025,08/22/2025,03/26/2025,Milgard Manufacturing LLC,,Ventura County,397 Closure Permanent,,warn7-1-24to6-30-25_table38.csv,warn7-1-24to6-30-25_table38.csv,2025-03-25,397,Closure Permanent,355 E Easy St.  Simi Valley CA 93065,397 Closure Permanent,2025-03-01
03/26/2025,03/31/2025,03/27/2025,"Nkarta, Inc.",,San Mateo County,52 Layoff Permanent,,warn7-1-24to6-30-25_table38.csv,warn7-1-24to6-30-25_table38.csv,2025-03-26,52,Layoff Permanent,1150 Veterans Blvd.  South San Francisco CA 94080,52 Layoff Permanent,2025-03-01
03/26/2025,03/31/2025,03/27/2025,"Nkarta, Inc.",,San Mateo County,1 Layoff Permanent,,warn7-1-24to6-30-25_table38.csv,warn7-1-24to6-30-25_table38.csv,2025-03-26,1,Layoff Permanent,6000 Shoreline Court  South San Francisco CA 94080,1 Layoff Permanent,2025-03-01
03/27/2025,05/27/2025,03/27/2025,"Gilead Sciences, Inc.",,San Mateo County,149 Layoff Permanent,,warn7-1-24to6-30-25_table38.csv,warn7-1-24to6-30-25_table38.csv,2025-03-27,149,Layoff Permanent,333 Lakeside Drive  Foster City CA 94404,149 Layoff Permanent,2025-03-01
03/27/2025,05/28/2025,03/27/2025,"Roche Molecular Systems, Inc.",,Santa Clara County,108 Layoff Permanent,,warn7-1-24to6-30-25_table38.csv,warn7-1-24to6-30-25_table38.csv,2025-03-27,108,Layoff Permanent,2881 Scott Blvd  Santa Clara CA 95050,108 Layoff Permanent,2025-03-01
03/27/2025,06/27/2025,03/27/2025,Novartis Pharmaceuticals Corporation,,San Diego County,1 Closure Permanent,,warn7-1-24to6-30-25_table38.csv,warn7-1-24to6-30-25_table38.csv,2025-03-27,1,Closure Permanent,10210 Campus Point Drive #350  San Diego CA 92121,1 Closure Permanent,2025-03-01
03/27/2025,05/30/2025,04/01/2025,"Brinker International Payroll Company, L.P.",,Los Angeles County,115 Closure Permanent,,warn7-1-24to6-30-25_table38.csv,warn7-1-24to6-30-25_table38.csv,2025-03-27,115,Closure Permanent,6100 Topanga Canyon Blvd.  Woodland Hills CA 91367,115 Closure Permanent,2025-03-01
03/31/2025,05/04/2025,04/01/2025,"Redemption Restaurants, LLC dba Chick-fil-A",,Los Angeles County,65 Closure Temporary,,warn7-1-24to6-30-25_table38.csv,warn7-1-24to6-30-25_table38.csv,2025-03-31,65,Closure Temporary,732 W Rancho Vista Blvd  Palmdale CA 93551,65 Closure Temporary,2025-03-01
03/28/2025,05/30/2025,04/01/2025,"Classic Beverage of Southern California, LLC",,Los Angeles County,221 Closure Permanent,,warn7-1-24to6-30-25_table38.csv,warn7-1-24to6-30-25_table38.csv,2025-03-28,221,Closure Permanent,120 Puente Avenue  La Puente CA 91746,221 Closure Permanent,2025-03-01
03/31/2025,04/14/2025,04/01/2025,Memorial Care,,Los Angeles County,60 Layoff Permanent,,warn7-1-24to6-30-25_table38.csv,warn7-1-24to6-30-25_table38.csv,2025-03-31,60,Layoff Permanent,2801 Atlantic Avenue  Long Beach CA 90806,60 Layoff Permanent,2025-03-01
03/31/2025,05/31/2025,04/01/2025,"Transdev Services, Inc.",,Shasta County,48 Layoff Permanent,,warn7-1-24to6-30-25_table38.csv,warn7-1-24to6-30-25_table38.csv,2025-03-31,48,Layoff Permanent,3333 S. Market Street  Redding CA 96003,48 Layoff Permanent,2025-03-01
04/01/2025,06/02/2025,04/01/2025,"Ardent Mills, LLC",,Sutter County,28 Closure Permanent,,warn7-1-24to6-30-25_table38.csv,warn7-1-24to6-30-25_table38.csv,2025-04-01,28,Closure Permanent,1200 Putnam Avenue  Yuba City CA 95991,28 Closure Permanent,2025-04-01
03/25/2025,05/24/2025,04/01/2025,"Block, Inc.",,Alameda County,240 Layoff Permanent,,warn7-1-24to6-30-25_table38.csv,warn7-1-24to6-30-25_table38.csv,2025-03-25,240,Layoff Permanent,"1955 Broadway, Suite 600  Oakland CA 94612",240 Layoff Permanent,2025-03-01
04/01/2025,06/01/2025,04/01/2025,"Cali Nail Market, Inc.",,Orange County,59 Closure Permanent,,warn7-1-24to6-30-25_table38.csv,warn7-1-24to6-30-25_table38.csv,2025-04-01,59,Closure Permanent,638 W. Southern Avenue  Orange CA 92865,59 Closure Permanent,2025-04-01
04/01/2025,06/01/2025,04/01/2025,"Cali Nail Market, Inc.",,Orange County,12 Closure Permanent,,warn7-1-24to6-30-25_table38.csv,warn7-1-24to6-30-25_table38.csv,2025-04-01,12,Closure Permanent,10517 Garden Grove Blvd.  Garden Grove CA 92840,12 Closure Permanent,2025-04-01
02/16/2025,04/16/2025,04/01/2025,Crothall Healthcare,,Riverside County,55 Layoff Permanent,,warn7-1-24to6-30-25_table38.csv,warn7-1-24to6-30-25_table38.csv,2025-02-16,55,Layoff Permanent,800 S. Main Street  Corona CA 92882,55 Layoff Permanent,2025-02-01
03/31/2025,05/30/2025,04/01/2025,"ST. Distributing Co., LLC",,Los Angeles County,190 Closure Permanent,,warn7-1-24to6-30-25_table38.csv,warn7-1-24to6-30-25_table38.csv,2025-03-31,190,Closure Permanent,7485 Flores Street  Downey CA 90242,190 Closure Permanent,2025-03-01
03/31/2025,05/30/2025,04/01/2025,"ST. Distributing Co., LLC",,San Diego County,180 Closure Permanent,,warn7-1-24to6-30-25_table38.csv,warn7-1-24to6-30-25_table38.csv,2025-03-31,180,Closure Permanent,505. S. Pacific Street  San Marcos CA 92078,180 Closure Permanent,2025-03-01
03/28/2025,05/30/2025,04/01/2025,"Classic Beverage of Southern California, LLC",,San Diego County,55 Closure Permanent,,warn7-1-24to6-30-25_table38.csv,warn7-1-24to6-30-25_table38.csv,2025-03-28,55,Closure Permanent,"7825 Trade Street, Ste. 100  San Diego CA 92121",55 Closure Permanent,2025-03-01
04/01/2025,04/01/2025,04/01/2025,Cruise LLC,,San Francisco County,2 Layoff Permanent,,warn7-1-24to6-30-25_table38.csv,warn7-1-24to6-30-25_table38.csv,2025-04-01,2,Layoff Permanent,333 Brannan Street  San Francisco CA 94107,2 Layoff Permanent,2025-04-01
03/17/2025,05/17/2025,04/01/2025,All For Kids,,Orange County,66 Layoff Permanent,,warn7-1-24to6-30-25_table38.csv,warn7-1-24to6-30-25_table38.csv,2025-03-17,66,Layoff Permanent,"515 Cabrillo Park Drive, Suite 100  Santa Ana CA 92701",66 Layoff Permanent,2025-03-01
03/28/2025,06/01/2025,04/02/2025,Chevron,,Contra Costa County,600 Layoff Permanent,,warn7-1-24to6-30-25_table38.csv,warn7-1-24to6-30-25_table38.csv,2025-03-28,600,Layoff Permanent,"5001 Executive Parkway, Suite 200  San Ramon CA 94583",600 Layoff Permanent,2025-03-01
04/01/2025,06/02/2025,04/02/2025,"ImmPact Bio USA Inc., a subsidiary of Lyell Immunopharma",,Los Angeles County,73 Closure Permanent,,warn7-1-24to6-30-25_table38.csv,warn7-1-24to6-30-25_table38.csv,2025-04-01,73,Closure Permanent,8501 Fallbrook Ave #200  Canoga Park CA 91304,73 Closure Permanent,2025-04-01
03/31/2025,05/31/2025,04/02/2025,"Robert Kaufman Co., Inc.",,Los Angeles County,4 Closure Permanent,,warn7-1-24to6-30-25_table39.csv,warn7-1-24to6-30-25_table39.csv,2025-03-31,4,Closure Permanent,129 W 132nd St  Los Angeles CA 90061,4 Closure Permanent,2025-03-01
04/03/2025,06/09/2025,04/03/2025,"McDonald's Restaurant of California, Inc.",,Fresno County,105 Layoff Temporary,,warn7-1-24to6-30-25_table39.csv,warn7-1-24to6-30-25_table39.csv,2025-04-03,105,Layoff Temporary,5645 E. Kings Canyon Road  Fresno CA 93727,105 Layoff Temporary,2025-04-01
04/03/2025,06/02/2025,04/03/2025,FEAM Aero,,San Bernardino County,8 Layoff Permanent,,warn7-1-24to6-30-25_table39.csv,warn7-1-24to6-30-25_table39.csv,2025-04-03,8,Layoff Permanent,1490 S. Vineyard Ave. Ste D  Ontario CA 91761,8 Layoff Permanent,2025-04-01
03/06/2025,05/21/2025,04/03/2025,Sodexo,,San Francisco County,39 Closure Permanent,,warn7-1-24to6-30-25_table39.csv,warn7-1-24to6-30-25_table39.csv,2025-03-06,39,Closure Permanent,620 Sutter Street Apt 207  San Francisco CA 94102,39 Closure Permanent,2025-03-01
04/04/2025,06/09/2025,04/04/2025,"McDonald's Restaurant of California, Inc.",,Los Angeles County,67 Layoff Temporary,,warn7-1-24to6-30-25_table39.csv,warn7-1-24to6-30-25_table39.csv,2025-04-04,67,Layoff Temporary,2712 Santa Monica Blvd.  Santa Monica CA 90404,67 Layoff Temporary,2025-04-01
04/04/2025,06/04/2025,04/04/2025,"ActivCare Living, LLC",,Orange County,56 Closure Permanent,,warn7-1-24to6-30-25_table39.csv,warn7-1-24to6-30-25_table39.csv,2025-04-04,56,Closure Permanent,2629 E Chapman Ave  Orange CA 92869,56 Closure Permanent,2025-04-01
04/04/2025,06/02/2025,04/04/2025,Pfizer,,San Diego County,56 Layoff Permanent,,warn7-1-24to6-30-25_table39.csv,warn7-1-24to6-30-25_table39.csv,2025-04-04,56,Layoff Permanent,10555 Science Center Dr.  San Diego CA 92121,56 Layoff Permanent,2025-04-01
