notice_date,effective_date,received_date,company,city,county,employees_type,col7,source_file,address,notice_date_dt,employees,layoff_closure_type,layoff_closure_type_raw,event_text_raw,month
08/27/2020,10/30/2020,09/09/2020,Marriott Hotel Services dba Newport Beach Marriott,Newport Beach,Orange County,119 Layoff Permanent,warn7-1-20to6-3-21_table39.csv,warn7-1-20to6-3-21_table39.csv,,2020-08-27,119,Layoff Permanent,,119 Layoff Permanent,2020-08-01
08/27/2020,10/30/2020,09/09/2020,"Renaissance Hotel Management Company, LLC",Newport Beach,Orange County,99 Layoff Permanent,warn7-1-20to6-3-21_table39.csv,warn7-1-20to6-3-21_table39.csv,,2020-08-27,99,Layoff Permanent,,99 Layoff Permanent,2020-08-01
08/28/2020,10/30/2020,09/09/2020,"The Ritz-Carlton Hotel Company, LLC, dba The Ritz-",San Francisco,San Francisco County,185 Layoff Permanent,warn7-1-20to6-3-21_table39.csv,warn7-1-20to6-3-21_table39.csv,,2020-08-28,185,Layoff Permanent,,185 Layoff Permanent,2020-08-01
09/01/2020,09/01/2020,09/09/2020,Sur La Table,Thousand Oaks,Ventura County,14 Closure Permanent,warn7-1-20to6-3-21_table39.csv,warn7-1-20to6-3-21_table39.csv,,2020-09-01,14,Closure Permanent,,14 Closure Permanent,2020-09-01
08/26/2020,09/30/2020,09/10/2020,H.U.G. Company,Hayward,Alameda County,42 Closure Permanent,warn7-1-20to6-3-21_table39.csv,warn7-1-20to6-3-21_table39.csv,,2020-08-26,42,Closure Permanent,,42 Closure Permanent,2020-08-01
09/01/2020,11/01/2020,09/10/2020,"Alorica, Inc.",Clovis,Fresno County,891 Closure Permanent,warn7-1-20to6-3-21_table39.csv,warn7-1-20to6-3-21_table39.csv,,2020-09-01,891,Closure Permanent,,891 Closure Permanent,2020-09-01
08/31/2020,10/30/2020,09/10/2020,Sheraton Operating Corporation DBA Sheraton Fairplex,Pomona,Los Angeles County,85 Layoff Permanent,warn7-1-20to6-3-21_table39.csv,warn7-1-20to6-3-21_table39.csv,,2020-08-31,85,Layoff Permanent,,85 Layoff Permanent,2020-08-01
08/28/2020,10/30/2020,09/10/2020,"Marriott Hotel Services, Inc., DBA Los Angeles Airport",Los Angeles,Los Angeles County,241 Layoff Permanent,warn7-1-20to6-3-21_table39.csv,warn7-1-20to6-3-21_table39.csv,,2020-08-28,241,Layoff Permanent,,241 Layoff Permanent,2020-08-01
08/28/2020,09/30/2020,09/10/2020,MGH Gourmet,Rancho Dominguez,Los Angeles County,150 Layoff Permanent,warn7-1-20to6-3-21_table39.csv,warn7-1-20to6-3-21_table39.csv,,2020-08-28,150,Layoff Permanent,,150 Layoff Permanent,2020-08-01
09/01/2020,11/23/2020,09/10/2020,"Quality Aluminum Forge, LLC",Orange,Orange County,110 Layoff Temporary,warn7-1-20to6-3-21_table39.csv,warn7-1-20to6-3-21_table39.csv,,2020-09-01,110,Layoff Temporary,,110 Layoff Temporary,2020-09-01
09/02/2020,11/13/2020,09/10/2020,"Nestle USA, Inc.",Mira Loma,Riverside County,15 Layoff Permanent,warn7-1-20to6-3-21_table39.csv,warn7-1-20to6-3-21_table39.csv,,2020-09-02,15,Layoff Permanent,,15 Layoff Permanent,2020-09-01
08/10/2020,08/13/2020,09/10/2020,Sunroad KMI Auto Inc / Kearny Mesa Infiniti,San Diego,San Diego County,1 Layoff Permanent,warn7-1-20to6-3-21_table39.csv,warn7-1-20to6-3-21_table39.csv,,2020-08-10,1,Layoff Permanent,,1 Layoff Permanent,2020-08-01
08/27/2020,10/30/2020,09/10/2020,"Marriott Hotel Services, Inc., DBA Coronado Island",Coronado,San Diego County,107 Layoff Permanent,warn7-1-20to6-3-21_table39.csv,warn7-1-20to6-3-21_table39.csv,,2020-08-27,107,Layoff Permanent,,107 Layoff Permanent,2020-08-01
07/01/2020,07/01/2020,07/06/2020,PACIFIC HOTEL MANAGEMENT,Palo Alto,Santa Clara County,71 Layoff Permanent,warn7-1-20to6-3-21_table4.csv,warn7-1-20to6-3-21_table4.csv,,2020-07-01,71,Layoff Permanent,,71 Layoff Permanent,2020-07-01
07/01/2020,07/01/2020,07/06/2020,PACIFIC HOTEL MANAGEMENT,Palo Alto,Santa Clara County,103 Layoff Permanent,warn7-1-20to6-3-21_table4.csv,warn7-1-20to6-3-21_table4.csv,,2020-07-01,103,Layoff Permanent,,103 Layoff Permanent,2020-07-01
07/01/2020,09/01/2020,07/06/2020,Varian Medical Systems,Palo Alto,Santa Clara County,101 Layoff Permanent,warn7-1-20to6-3-21_table4.csv,warn7-1-20to6-3-21_table4.csv,,2020-07-01,101,Layoff Permanent,,101 Layoff Permanent,2020-07-01
08/27/2020,10/30/2020,09/10/2020,"Marriott International, Inc., DBA Marriott Marquis San",San Diego,San Diego County,450 Layoff Permanent,warn7-1-20to6-3-21_table40.csv,warn7-1-20to6-3-21_table40.csv,,2020-08-27,450,Layoff Permanent,,450 Layoff Permanent,2020-08-01
08/17/2020,nan,09/10/2020,JC Resorts LLC,La Jolla,San Diego County,17 Layoff Permanent,warn7-1-20to6-3-21_table40.csv,warn7-1-20to6-3-21_table40.csv,,2020-08-17,17,Layoff Permanent,,17 Layoff Permanent,2020-08-01
08/28/2020,09/09/2020,09/10/2020,Fleet Science Center,San Diego,San Diego County,54 Layoff Temporary,warn7-1-20to6-3-21_table40.csv,warn7-1-20to6-3-21_table40.csv,,2020-08-28,54,Layoff Temporary,,54 Layoff Temporary,2020-08-01
08/28/2020,10/30/2020,09/10/2020,"Sheraton Operating Corporation DBA The US Grant, A",San Diego,San Diego County,179 Layoff Permanent,warn7-1-20to6-3-21_table40.csv,warn7-1-20to6-3-21_table40.csv,,2020-08-28,179,Layoff Permanent,,179 Layoff Permanent,2020-08-01
09/01/2020,09/09/2020,09/10/2020,"Fish Market Restaurants, Inc.",San Jose,Santa Clara County,73 Closure Permanent,warn7-1-20to6-3-21_table40.csv,warn7-1-20to6-3-21_table40.csv,,2020-09-01,73,Closure Permanent,,73 Closure Permanent,2020-09-01
09/01/2020,11/04/2020,09/10/2020,Options for Learning,Rowland Heights,Los Angeles County,789 Layoff Permanent,warn7-1-20to6-3-21_table40.csv,warn7-1-20to6-3-21_table40.csv,,2020-09-01,789,Layoff Permanent,,789 Layoff Permanent,2020-09-01
09/01/2020,11/01/2020,09/10/2020,Pebble Beach Company,Pebble Beach,Monterey County,500 Layoff Permanent,warn7-1-20to6-3-21_table40.csv,warn7-1-20to6-3-21_table40.csv,,2020-09-01,500,Layoff Permanent,,500 Layoff Permanent,2020-09-01
09/02/2020,10/27/2020,09/10/2020,"G2 Secure Staff, LLC",San Jose,Santa Clara County,41 Layoff Permanent,warn7-1-20to6-3-21_table40.csv,warn7-1-20to6-3-21_table40.csv,,2020-09-02,41,Layoff Permanent,,41 Layoff Permanent,2020-09-01
08/26/2020,08/24/2020,09/10/2020,Golden Valley Health Centers,Modesto,Stanislaus County,1 Layoff Permanent,warn7-1-20to6-3-21_table40.csv,warn7-1-20to6-3-21_table40.csv,,2020-08-26,1,Layoff Permanent,,1 Layoff Permanent,2020-08-01
08/26/2020,08/24/2020,09/10/2020,Golden Valley Health Centers,Newman,Stanislaus County,1 Layoff Permanent,warn7-1-20to6-3-21_table40.csv,warn7-1-20to6-3-21_table40.csv,,2020-08-26,1,Layoff Permanent,,1 Layoff Permanent,2020-08-01
08/26/2020,08/24/2020,09/10/2020,Golden Valley Health Centers,Turlock,Stanislaus County,1 Layoff Permanent,warn7-1-20to6-3-21_table40.csv,warn7-1-20to6-3-21_table40.csv,,2020-08-26,1,Layoff Permanent,,1 Layoff Permanent,2020-08-01
08/31/2020,10/30/2020,09/10/2020,Wesco Aircraft Hardware Corp. DBA Incora,Valencia,Los Angeles County,80 Layoff Permanent,warn7-1-20to6-3-21_table40.csv,warn7-1-20to6-3-21_table40.csv,,2020-08-31,80,Layoff Permanent,,80 Layoff Permanent,2020-08-01
09/02/2020,11/13/2020,09/11/2020,"Vistana California Management, Inc.",Rancho Mirage,Riverside County,6 Layoff Permanent,warn7-1-20to6-3-21_table40.csv,warn7-1-20to6-3-21_table40.csv,,2020-09-02,6,Layoff Permanent,,6 Layoff Permanent,2020-09-01
09/02/2020,11/13/2020,09/11/2020,"WVC Rancho Mirage, Inc",Rancho Mirage,Riverside County,47 Layoff Permanent,warn7-1-20to6-3-21_table41.csv,warn7-1-20to6-3-21_table41.csv,,2020-09-02,47,Layoff Permanent,,47 Layoff Permanent,2020-09-01
08/28/2020,10/30/2020,09/11/2020,"Marriott Hotel Services, Inc",San Francisco,San Francisco County,57 Layoff Permanent,warn7-1-20to6-3-21_table41.csv,warn7-1-20to6-3-21_table41.csv,,2020-08-28,57,Layoff Permanent,,57 Layoff Permanent,2020-08-01
09/01/2020,09/08/2020,09/11/2020,TA Aerospace,Valencia,Los Angeles County,180 Layoff Temporary,warn7-1-20to6-3-21_table41.csv,warn7-1-20to6-3-21_table41.csv,,2020-09-01,180,Layoff Temporary,,180 Layoff Temporary,2020-09-01
09/01/2020,10/01/2020,09/11/2020,Pomona College,Claremont,Los Angeles County,154 Layoff Temporary,warn7-1-20to6-3-21_table41.csv,warn7-1-20to6-3-21_table41.csv,,2020-09-01,154,Layoff Temporary,,154 Layoff Temporary,2020-09-01
09/03/2020,08/31/2020,09/11/2020,"Universal City Studios, LLC dba Universal Studios",Universal City,Los Angeles County,11 Layoff Temporary,warn7-1-20to6-3-21_table41.csv,warn7-1-20to6-3-21_table41.csv,,2020-09-03,11,Layoff Temporary,,11 Layoff Temporary,2020-09-01
